ProdBarcode|Production|Has Inspection|In Kwesna|Qty Calc|Qty Started|Ended QTY|Item number|Name|Mark To Print|Project|Color|Site|Warehouse|Batch number|Status|Remain status|Batch Number 2|Pool|Quality order status|Finished|FinishedRouteDate|Transfer To Qwesna Date|RGBColor|RealWhieght|ProductionPCT|ProductionPCTRoute|Route Start|Prodoction QTY Status|Weight Packing|Created date and time|Estimated|Scheduled|Started|Reported as finished|Ended|Reference type|Reference number|Reference lot
00268792|00268792_100|No|No|400.00|306.12|303.56|52040|تحت التشغيل - مصبوغ بوليستر تطريز 120/ 2|Yes||P0812|Obour|45||Ended|Ended||مصبوغ||No|||8624816.00|0.00|99.16|100.00|1/10/2025|None|306.12|1/10/2025 9:51|1/10/2025|1/10/2025|1/10/2025|10/4/2025|10/10/2025|||
00268794|00268794_100|No|Yes|858.00|858.00|911.00|60141|TUR-FIL 45/2 5000y|No||4458|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|Yes|10/4/2025 4:57|10/2/2025|4408129.00|113.34|8.04|8.04|10/4/2025|None|113.26|1/10/2025 9:52|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|Sales order|00205157_055|14941216_085
00268796|00268796_100|No|Yes|1048.00|1048.00|1085.00|60141|TUR-FIL 45/2 5000y|No||4422|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|Yes|10/3/2025 4:12|10/2/2025|3421487.00|138.46|7.84|7.86|1/10/2025|None|138.34|1/10/2025 9:54|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268797|00268797_100|No|No|785.00|785.00|779.00|60805|بولستر تطريز 2/120 5000 ياردة-N|No||P0500|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|No|||16769498.00|100.50|7.74|7.81|1/10/2025|None|100.60|1/10/2025 9:56|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268798|00268798_100|No|No|792.00|792.00|799.00|60805|بولستر تطريز 2/120 5000 ياردة-N|No||P0500|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|No|||16769498.00|101.46|7.88|7.89|1/10/2025|None|101.38|1/10/2025 9:56|1/10/2025|1/10/2025|1/10/2025|10/3/2025|10/3/2025|||
00268799|00268799_100|No|No|785.00|785.00|800.00|60805|بولستر تطريز 2/120 5000 ياردة-N|No||P0500|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|No|||16769498.00|100.50|7.96|7.96|1/10/2025|None|100.48|1/10/2025 9:57|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268800|00268800_100|No|Yes|437.00|437.00|428.00|60116|نجمة 2/40 - 5000 متر|No||458|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|Yes|10/2/2025 4:33|10/2/2025|6849172.00|61.20|7.00|7.44|10/2/2025|None|61.18|1/10/2025 9:58|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268801|00268801_100|No|Yes|444.00|444.00|452.00|60116|نجمة 2/40 - 5000 متر|No||458|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|Yes|10/2/2025 7:39|10/2/2025|6849172.00|62.20|7.27|7.27|1/10/2025|None|62.16|1/10/2025 9:59|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268803|00268803_100|No|Yes|443.00|443.00|454.00|60116|نجمة 2/40 - 5000 متر|No||458|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|Yes|10/2/2025 15:47|10/2/2025|6849172.00|62.04|7.32|7.32|10/2/2025|None|62.02|1/10/2025 9:59|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268804|00268804_100|No|Yes|438.00|438.00|431.00|60116|نجمة 2/40 - 5000 متر|No||458|Obour|10|1|Ended|Ended||منتج تام||Yes|10/2/2025 15:03|10/2/2025|6849172.00|61.40|7.03|7.05|10/2/2025|None|61.32|1/10/2025 9:59|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268805|00268805_100|No|Yes|430.00|430.00|454.00|60116|نجمة 2/40 - 5000 متر|No||458|Obour|10|1|Ended|Ended||منتج تام|Closed quality order|Yes|10/2/2025 20:52|10/2/2025|6849172.00|60.20|7.48|7.50|1/10/2025|None|60.69|1/10/2025 9:59|1/10/2025|1/10/2025|1/10/2025|10/10/2025|10/10/2025|||
00268806|00268806_100|No|No|20.00|20.00|23.00|60116|نجمة 2/40 - 5000 متر|No||1|Obour|50|1|Ended|Ended||منتج تام|Closed quality order|No||1/10/2025|0.00|0.00|7.67|6.67|1/10/2025|None|3.00|1/10/2025 10:00|1/10/2025|1/10/2025|1/10/2025|10/2/2025|10/2/2025|||
00268807|00268807_100|No|No|75.00|51.86|51.53|52145|تحت التشغيل - مصبوغ 45/2|Yes||482|Obour|45||Ended|Ended||مصبوغ||No|||10913738.00|0.00|99.35|100.00|9/29/2025|None|51.86|1/10/2025 10:01|1/10/2025|1/10/2025|1/10/2025|9/29/2025|10/10/2025|||
00268808|00268808_100|No|No|100.00|112.46|112.46|52145|تحت التشغيل - مصبوغ 45/2|Yes||458|Obour|45||Ended|Ended||مصبوغ||No|||6849172.00|0.00|100.00|100.00|1/10/2025|None|112.46|1/10/2025 10:01|1/10/2025|1/10/2025|1/10/2025|10/4/2025|10/10/2025|||
00268809|00268809_100|No|No|110.00|137.56|138.09|52145|تحت التشغيل - مصبوغ 45/2|Yes||602|Obour|45||Ended|Ended||مصبوغ||No|||2094236.00|0.00|100.38|0.00|10/3/2025|None|137.56|1/10/2025 10:02|1/10/2025|1/10/2025|1/10/2025|10/12/2025|10/12/2025|||
